"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,NewCases/1M pop,NewDeaths/1M pop,ActiveCases/1M pop
Marshall Islands,4,0,0,0,4,0,0,0,67.0,0.0,0,0,59757,Australia/Oceania,0.0,0.0,0.0
Samoa,3,0,0,0,3,0,0,0,15.0,0.0,0,0,200287,Australia/Oceania,0.0,0.0,0.0
Saint Helena,2,0,0,0,2,0,0,0,328.0,0.0,0,0,6103,Africa,0.0,0.0,0.0
Micronesia,1,0,0,0,1,0,0,0,9.0,0.0,0,0,116735,Australia/Oceania,0.0,0.0,0.0
Tonga,1,0,0,0,1,0,0,0,9.0,0.0,0,0,107396,Australia/Oceania,0.0,0.0,0.0
Total:,82386227,84194,1218235,1452,79655456,72302,1512536,29832,4818308.0,49742.0,3207922216,125793394,9315146390,Asia,9.0,0.2,162.4
Total:,59603308,156853,1199939,1710,47981417,83473,10421952,19747,5665696.0,79870.0,1705017456,115438630,1191330682,North America,131.7,1.4,8748.2
Total:,39053513,21028,1183281,393,37128758,13163,741474,12732,2100536.0,55680.0,359470220,19594198,871615132,South America,24.1,0.5,850.7
Total:,74957089,420727,1428266,4242,65690273,271524,7838550,22289,11513578.0,175038.0,3129565186,269454508,1496543582,Europe,281.1,2.8,5237.8
Total:,8785604,20710,224093,113,8147216,6524,414295,1827,2015794.0,30490.0,161635866,16265250,2772211208,Africa,7.5,0.0,149.4
Total:,373846,1692,4245,13,333700,1373,35901,160,640680.0,9532.0,108469214,12229780,86258562,Australia/Oceania,19.6,0.2,416.2
Total:,721,0,15,0,706,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Total:,265160308,705204,5258074,7923,238937526,448359,20964708,86587,34017.6,674.6,26016240474,1676327280,47199316668,All,14.9,0.2,444.2
